,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS,_min,_sec,min_sec
16,0022100675,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,26.000000:56,7.0,10.0,0.7,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,16.0,-1.0,26.000000,56,26.933333333333334
17,0022100675,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,17.000000:12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,17.000000,12,17.2
18,0022100675,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,17.000000:45,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,17.000000,45,17.75
19,0022100675,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,6.000000:51,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,-4.0,6.000000,51,6.85
20,0022100675,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,2.000000:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.000000,19,2.3166666666666664
11,0022100663,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,34.000000:11,6.0,11.0,0.545,4.0,7.0,0.571,1.0,2.0,0.5,4.0,6.0,10.0,2.0,2.0,0.0,2.0,2.0,17.0,1.0,34.000000,11,34.18333333333333
12,0022100663,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,14.000000:36,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,14.000000,36,14.6
13,0022100663,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,27.000000:33,6.0,11.0,0.545,1.0,4.0,0.25,0.0,0.0,0.0,1.0,7.0,8.0,1.0,1.0,4.0,2.0,4.0,13.0,4.0,27.000000,33,27.55
14,0022100663,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,37.000000:47,5.0,13.0,0.385,0.0,3.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,8.0,2.0,0.0,2.0,4.0,14.0,14.0,37.000000,47,37.78333333333333
15,0022100663,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,38.000000:40,4.0,17.0,0.235,0.0,6.0,0.0,12.0,14.0,0.857,2.0,9.0,11.0,12.0,3.0,3.0,2.0,2.0,20.0,12.0,38.000000,40,38.666666666666664
16,0022100663,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,20.000000:07,3.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,10.0,-1.0,20.000000,07,20.116666666666667
17,0022100663,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,33.000000:14,4.0,14.0,0.286,3.0,7.0,0.429,1.0,2.0,0.5,0.0,5.0,5.0,2.0,1.0,0.0,2.0,0.0,12.0,0.0,33.000000,14,33.233333333333334
18,0022100663,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,17.000000:47,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,-9.0,17.000000,47,17.783333333333335
19,0022100663,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,4.000000:30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.000000,30,4.5
20,0022100663,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,8.000000:00,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-2.0,8.000000,00,8.0
21,0022100663,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,3.000000:35,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-9.0,3.000000,35,3.5833333333333335
12,0022100650,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,22.000000:49,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,9.0,22.000000,49,22.816666666666666
13,0022100650,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,19.000000:27,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,13.0,19.000000,27,19.45
14,0022100650,1610612742,DAL,Dallas,204001,Kristaps Porzingis,Kristaps,C,,27.000000:45,4.0,8.0,0.5,2.0,3.0,0.667,9.0,12.0,0.75,2.0,5.0,7.0,0.0,1.0,1.0,1.0,3.0,19.0,14.0,27.000000,45,27.75
15,0022100650,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,27.000000:49,8.0,11.0,0.727,1.0,1.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,1.0,19.0,10.0,27.000000,49,27.816666666666666
16,0022100650,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,31.000000:23,7.0,19.0,0.368,1.0,6.0,0.167,8.0,9.0,0.889,1.0,8.0,9.0,3.0,0.0,0.0,1.0,3.0,23.0,20.0,31.000000,23,31.383333333333333
17,0022100650,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,,,13.000000:27,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,13.000000,27,13.45
18,0022100650,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,23.000000:07,4.0,13.0,0.308,3.0,9.0,0.333,6.0,7.0,0.857,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,17.0,6.0,23.000000,07,23.116666666666667
19,0022100650,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,18.000000:30,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,13.0,18.000000,30,18.5
20,0022100650,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,25.000000:11,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,4.0,7.0,7.0,25.000000,11,25.183333333333334
21,0022100650,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,14.000000:21,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,-7.0,14.000000,21,14.35
22,0022100650,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,6.000000:07,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,6.000000,07,6.116666666666666
23,0022100650,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,6.000000:07,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,-3.0,6.000000,07,6.116666666666666
24,0022100650,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,3.000000:57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,3.000000,57,3.95
0,0022100639,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,32.000000:06,6.0,12.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,13.0,12.0,32.000000,06,32.1
1,0022100639,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,26.000000:56,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,4.0,3.0,19.0,26.000000,56,26.933333333333334
2,0022100639,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,32.000000:24,6.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.333,0.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,13.0,18.0,32.000000,24,32.4
3,0022100639,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,32.000000:06,7.0,13.0,0.538,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,9.0,5.0,0.0,1.0,1.0,15.0,12.0,32.000000,06,32.1
4,0022100639,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,31.000000:45,12.0,22.0,0.545,0.0,6.0,0.0,3.0,4.0,0.75,1.0,12.0,13.0,10.0,0.0,0.0,6.0,2.0,27.0,12.0,31.000000,45,31.75
5,0022100639,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,25.000000:47,5.0,14.0,0.357,3.0,9.0,0.333,3.0,4.0,0.75,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,16.0,19.0,25.000000,47,25.783333333333335
6,0022100639,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,15.000000:36,6.0,7.0,0.857,1.0,2.0,0.5,2.0,4.0,0.5,1.0,5.0,6.0,1.0,0.0,0.0,1.0,2.0,15.0,9.0,15.000000,36,15.6
7,0022100639,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,20.000000:37,4.0,8.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,10.0,31.0,20.000000,37,20.616666666666667
8,0022100639,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,9.000000:46,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,9.000000,46,9.766666666666667
9,0022100639,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,6.000000:29,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,6.000000,29,6.483333333333333
10,0022100639,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,3.000000:14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.000000,14,3.2333333333333334
11,0022100639,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,3.000000:14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.000000,14,3.2333333333333334
0,0022100622,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,34.000000:24,2.0,8.0,0.25,0.0,4.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,7.0,-29.0,34.000000,24,34.4
1,0022100622,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,36.000000:42,3.0,10.0,0.3,3.0,8.0,0.375,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,2.0,3.0,9.0,-21.0,36.000000,42,36.7
2,0022100622,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,16.000000:49,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,4.0,-20.0,16.000000,49,16.816666666666666
3,0022100622,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,37.000000:07,6.0,12.0,0.5,1.0,3.0,0.333,1.0,1.0,1.0,1.0,6.0,7.0,6.0,0.0,0.0,1.0,1.0,14.0,-19.0,37.000000,07,37.11666666666667
4,0022100622,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,36.000000:20,8.0,23.0,0.348,1.0,9.0,0.111,4.0,6.0,0.667,1.0,10.0,11.0,5.0,2.0,0.0,6.0,2.0,21.0,-24.0,36.000000,20,36.333333333333336
5,0022100622,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,29.000000:01,5.0,11.0,0.455,1.0,7.0,0.143,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,13.0,-4.0,29.000000,01,29.016666666666666
6,0022100622,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,19.000000:26,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,19.000000,26,19.433333333333334
7,0022100622,1610612742,DAL,Dallas,1629650,Moses Brown,Moses,,,3.000000:07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000000,07,3.1166666666666667
8,0022100622,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,11.000000:26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,-3.0,11.000000,26,11.433333333333334
9,0022100622,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,6.000000:53,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,6.000000,53,6.883333333333333
10,0022100622,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,6.000000:19,2.0,3.0,0.667,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.0,6.000000,19,6.316666666666666
11,0022100622,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,1.000000:13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.000000,13,1.2166666666666668
12,0022100622,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,1.000000:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.000000,13,1.2166666666666668
14,0022100603,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,29.000000:48,4.0,7.0,0.571,4.0,7.0,0.571,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,12.0,9.0,29.000000,48,29.8
15,0022100603,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,29.000000:59,6.0,11.0,0.545,6.0,9.0,0.667,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,3.0,18.0,14.0,29.000000,59,29.983333333333334
16,0022100603,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,25.000000:24,3.0,5.0,0.6,0.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,10.0,16.0,25.000000,24,25.4
17,0022100603,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,27.000000:54,8.0,10.0,0.8,1.0,2.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,0.0,17.0,3.0,27.000000,54,27.9
18,0022100603,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,35.000000:24,8.0,23.0,0.348,2.0,6.0,0.333,4.0,4.0,1.0,0.0,14.0,14.0,14.0,0.0,0.0,4.0,1.0,22.0,26.0,35.000000,24,35.4
19,0022100603,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,27.000000:58,4.0,10.0,0.4,1.0,5.0,0.2,0.0,0.0,0.0,0.0,6.0,6.0,1.0,3.0,0.0,1.0,1.0,9.0,8.0,27.000000,58,27.966666666666665
20,0022100603,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,18.000000:21,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,13.0,18.000000,21,18.35
21,0022100603,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,7.000000:49,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,-11.0,7.000000,49,7.816666666666666
22,0022100603,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,9.000000:36,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,9.000000,36,9.6
23,0022100603,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,22.000000:26,8.0,10.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,3.0,18.0,9.0,22.000000,26,22.433333333333334
24,0022100603,1610612742,DAL,Dallas,1629650,Moses Brown,Moses,,,3.000000:01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,3.000000,01,3.0166666666666666
25,0022100603,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,2.000000:21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2.000000,21,2.35
0,0022100586,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,23.000000:26,4.0,5.0,0.8,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,10.0,20.0,23.000000,26,23.433333333333334
1,0022100586,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,25.000000:46,3.0,6.0,0.5,2.0,4.0,0.5,0.0,1.0,0.0,1.0,10.0,11.0,1.0,1.0,1.0,3.0,5.0,8.0,31.0,25.000000,46,25.766666666666666
2,0022100586,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,18.000000:28,6.0,8.0,0.75,0.0,0.0,0.0,3.0,5.0,0.6,3.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,15.0,15.0,18.000000,28,18.466666666666665
3,0022100586,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,G,,23.000000:00,5.0,10.0,0.5,5.0,9.0,0.556,0.0,0.0,0.0,0.0,7.0,7.0,4.0,1.0,0.0,1.0,0.0,15.0,20.0,23.000000,00,23.0
4,0022100586,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,25.000000:29,7.0,11.0,0.636,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,10.0,1.0,0.0,2.0,2.0,15.0,31.0,25.000000,29,25.483333333333334
5,0022100586,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,24.000000:07,5.0,11.0,0.455,5.0,10.0,0.5,4.0,7.0,0.571,0.0,4.0,4.0,7.0,0.0,0.0,0.0,1.0,19.0,10.0,24.000000,07,24.116666666666667
6,0022100586,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,25.000000:01,6.0,7.0,0.857,1.0,1.0,1.0,4.0,5.0,0.8,3.0,2.0,5.0,2.0,2.0,0.0,0.0,3.0,17.0,-3.0,25.000000,01,25.016666666666666
7,0022100586,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,9.000000:06,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,6.0,7.0,9.000000,06,9.1
8,0022100586,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,16.000000:19,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,3.0,7.0,2.0,16.000000,19,16.316666666666666
9,0022100586,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,19.000000:20,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,9.0,9.0,19.000000,20,19.333333333333332
10,0022100586,1610612742,DAL,Dallas,1629650,Moses Brown,Moses,,,11.000000:02,1.0,3.0,0.333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,-12.0,11.000000,02,11.033333333333333
11,0022100586,1610612742,DAL,Dallas,203504,Trey Burke,Trey,,,15.000000:49,3.0,9.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,-7.0,15.000000,49,15.816666666666666
12,0022100586,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,3.000000:07,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.000000,07,3.1166666666666667
13,0022100572,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,37.000000:28,6.0,15.0,0.4,4.0,7.0,0.571,1.0,2.0,0.5,3.0,6.0,9.0,0.0,0.0,2.0,1.0,1.0,17.0,9.0,37.000000,28,37.46666666666667
14,0022100572,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,35.000000:03,1.0,9.0,0.111,0.0,7.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,35.000000,03,35.05
15,0022100572,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,19.000000:42,2.0,3.0,0.667,0.0,0.0,0.0,4.0,5.0,0.8,4.0,2.0,6.0,1.0,2.0,0.0,0.0,3.0,8.0,6.0,19.000000,42,19.7
16,0022100572,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,34.000000:10,6.0,15.0,0.4,0.0,3.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,4.0,0.0,0.0,3.0,1.0,15.0,-2.0,34.000000,10,34.166666666666664
17,0022100572,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,34.000000:14,7.0,18.0,0.389,2.0,8.0,0.25,10.0,12.0,0.833,0.0,7.0,7.0,8.0,2.0,0.0,6.0,1.0,26.0,2.0,34.000000,14,34.233333333333334
18,0022100572,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,4.000000:06,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,-1.0,4.000000,06,4.1
19,0022100572,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,27.000000:04,2.0,7.0,0.286,1.0,5.0,0.2,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,6.0,9.0,27.000000,04,27.066666666666666
20,0022100572,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,25.000000:27,6.0,14.0,0.429,2.0,6.0,0.333,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,14.0,18.0,25.000000,27,25.45
21,0022100572,1610612742,DAL,Dallas,1630182,Josh Green,Josh,,,5.000000:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,5.000000,25,5.416666666666667
22,0022100572,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,14.000000:43,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,29.0,14.000000,43,14.716666666666667
23,0022100572,1610612742,DAL,Dallas,1629033,Theo Pinson,Theo,,,1.000000:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.000000,19,1.3166666666666667
24,0022100572,1610612742,DAL,Dallas,1628373,Frank Ntilikina,Frank,,,1.000000:19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.000000,19,1.3166666666666667
13,0022100558,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,Dorian,F,,18.000000:16,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,10.0,12.0,18.000000,16,18.266666666666666
14,0022100558,1610612742,DAL,Dallas,1628467,Maxi Kleber,Maxi,F,,30.000000:37,3.0,7.0,0.429,2.0,6.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,10.0,6.0,30.000000,37,30.616666666666667
15,0022100558,1610612742,DAL,Dallas,203939,Dwight Powell,Dwight,C,,26.000000:38,5.0,6.0,0.833,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,15.0,15.0,26.000000,38,26.633333333333333
16,0022100558,1610612742,DAL,Dallas,1628973,Jalen Brunson,Jalen,G,,33.000000:48,4.0,14.0,0.286,2.0,4.0,0.5,3.0,3.0,1.0,0.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,13.0,10.0,33.000000,48,33.8
17,0022100558,1610612742,DAL,Dallas,1629029,Luka Doncic,Luka,G,,33.000000:54,7.0,18.0,0.389,1.0,6.0,0.167,6.0,8.0,0.75,0.0,8.0,8.0,15.0,4.0,0.0,3.0,5.0,21.0,25.0,33.000000,54,33.9
18,0022100558,1610612742,DAL,Dallas,1627737,Marquese Chriss,Marquese,,,15.000000:54,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-3.0,15.000000,54,15.9
19,0022100558,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,Tim,,,21.000000:57,2.0,8.0,0.25,1.0,4.0,0.25,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,6.0,-7.0,21.000000,57,21.95
20,0022100558,1610612742,DAL,Dallas,203493,Reggie Bullock,Reggie,,,28.000000:54,5.0,11.0,0.455,4.0,8.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,15.0,11.0,28.000000,54,28.9
21,0022100558,1610612742,DAL,Dallas,1628425,Sterling Brown,Sterling,,,10.000000:08,1.0,2.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,10.000000,08,10.133333333333333
